ImageName,SSIM,PSNR,RMSE,SAM,SRE,UIQ
liyangbing_rocketmq-http-gateway,0.7265,35.1972,0.0174,0.0000,60.6264
lkmSasanga_fas-web-app,0.7558,38.0605,0.0125,0.0000,62.5784
lkravi_kube8aws,0.5775,37.7453,0.0130,0.0000,62.4063
llvm_torch-mlir,0.7152,36.3051,0.0153,0.0000,61.8770
lovasoa_SuperLogger,0.6883,37.6433,0.0131,0.0000,60.3046
lowes_auditor,0.5145,37.2736,0.0137,0.0000,56.8750
lowtalkers_escape-reality,0.7619,37.7823,0.0129,0.0000,58.3533
lubkoKuzenko_FE-Interview-Questions,0.4553,37.8542,0.0128,0.0000,57.6581
lvyahui8_http-proxy,0.4744,33.4598,0.0210,0.0000,57.0490
madderle_Capstone-Realtime-Streaming-Analytics,0.7989,38.1834,0.0123,0.0000,61.5631
marekq_rss-lambda,NA,NA,NA,NA,NA,NA
marklogic_cloud-enablement-aws,0.6701,35.4256,0.0166,0.0000,60.6883
marmarek_qubes-app-u2f,0.1633,26.3148,0.0483,0.0000,42.0915
mateuseap_apache-airflow,0.2801,26.5837,0.0468,0.0000,42.3918
matrix-io_matrix-malos-zwave,0.4608,31.3761,0.0265,89.8197,50.4048
matryx_MatryxPlatform,0.1954,25.8711,0.0509,0.0000,44.7895
mbotarro_unijobs,0.5080,29.7143,0.0327,0.0000,60.2772
mcuking_offline-package-webpack-plugin,0.5891,30.1916,0.0268,0.0000,59.6978
mebaysan_Modern-Data-Architecture,0.4899,34.4648,0.0189,0.0000,55.9781
medlab_320-online-prototype,0.6314,36.9899,0.0141,0.0000,55.6417
mendhak_gpslogger,0.6265,34.6104,0.0186,0.0000,54.8085
meshery_meshery,0.5474,29.1473,0.0352,0.0000,54.9835
michaelsrichter_azure.owasp,0.5652,35.1818,0.0171,0.0000,56.5872
microsoft_azure-realtime-fraud-detection,0.6814,37.9675,0.0124,0.0000,58.7345
microsoft_covid19-BackToWork,0.8009,37.6334,0.0130,0.0000,62.4894
mincloud1501_MSA_miniProject,0.7368,37.4754,0.0127,89.9431,58.3876
minism_hotel,0.0817,24.9449,0.0566,0.0000,35.4867
miztiik_aws-real-time-use-cases,0.1285,25.5070,0.0530,0.0000,40.2550
mrubash1_trainspotting,0.6091,32.7185,0.0231,0.0000,58.3897
mxaviersmp_spotify-tracker,0.8601,36.6887,0.0146,0.0000,63.5021
nasa_cFS,0.6170,37.0077,0.0141,0.0000,57.9586
ndsev_zswag,0.3815,28.6773,0.0368,0.0000,50.4631
nforge_devnote,0.4721,35.6823,0.0164,0.0000,56.9456
nightingaleproject_Reference-Client,0.6792,36.6562,0.0147,0.0000,56.4161
nikmis_xentrace-analysis,0.5232,34.4963,0.0188,0.0000,55.6730
nrephi_jupyter-spark-hadoop-docker,0.6578,35.2398,0.0172,0.0000,56.0709
numerica-ideas_ni-microservice-nodejs,0.6857,37.0530,0.0139,0.0000,59.3714
odh-labs_predictive-maint,0.7851,35.5811,0.0165,0.0000,63.3249
onlybakam_reinvent2022-vote-app,0.6179,32.9966,0.0224,0.0000,55.5121
onprem_foundry,0.7153,37.8257,0.0128,0.0000,60.1587
oovk_dataengg-covid19-aws,0.6093,37.5625,0.0132,0.0000,59.4805
open-risk_Open_Risk_API,0.7151,37.9781,0.0126,0.0000,58.5569
openshift_configuration-anomaly-detection,0.1369,25.4328,0.0535,0.0000,38.2438
opstree_OT-Microservices-Training,0.5244,36.6849,0.0145,0.0000,57.3581
oracle-quickstart_oci-confluent,0.6160,33.1963,0.0215,0.0000,58.0693
oracle-quickstart_oci-jenkins,0.7263,39.7393,0.0103,0.0000,61.0048
orchsym_runtime,0.0548,25.0825,0.0557,0.0000,34.6955
pacmacro_pm-server-spring,0.7331,37.1535,0.0139,0.0000,58.1594
padok-team_dojo-terraform-aws-security,0.5790,37.2556,0.0137,0.0000,57.3348
pagopa_pn-infra,NA,NA,NA,NA,NA,NA
pau-minoves_jseats,0.6435,33.3026,0.0216,0.0000,57.8421
pgrignaffini_AlgoCrowd,0.5461,35.7173,0.0163,0.0000,56.6774
philipplackner_IvyWallet-PL_Version,0.3364,28.1177,0.0393,0.0000,55.0380
qaware_cloud-native-weather-javaee,0.7653,36.1086,0.0154,0.0000,60.3424
qnib_qframe,0.3325,29.7399,0.0316,0.0000,48.4780
quasirsg_Henry-M3,NA,NA,NA,NA,NA,NA
qunarcorp_m_adr_qapm_open_source,0.7084,36.3411,0.0151,0.0000,59.0220
ra1028_VueFlux,0.0231,24.5225,0.0594,0.0000,24.8974
rackerlabs_scantron,0.0358,25.0035,0.0562,0.0000,34.2845
redbadger_crux,0.5382,29.4581,0.0327,0.0000,56.2575
rinkako_CStoreDBMS,0.6124,34.5677,0.0186,0.0000,58.0867
rubenbupe_proyectos-data,NA,NA,NA,NA,NA,NA
ruoccofabrizio_azure-open-ai-embeddings-qna,0.7406,36.0878,0.0156,0.0000,59.4124
s-sokolko_smev3_adapter_service,0.7202,38.9890,0.0112,0.0000,57.9544
securesecrets_shadeswap,0.5907,37.0386,0.0141,0.0000,57.6624
serverdevcamp_camp4_quadcore,0.5989,35.2958,0.0170,0.0000,58.0243
sfujiwara_terraform-google-ai-platform-notification,0.0076,24.6516,0.0585,0.0000,23.6612
shawntabrizi_Ethereum-Twitter-Bounty,0.7604,36.5766,0.0148,0.0000,59.4898
shinesolutions_sitechecker-slackbot,0.6906,36.5957,0.0147,0.0000,58.7236
solenya-group_solenya,0.7608,37.1090,0.0139,0.0000,61.3631
spagnuolocarmine_serverless-computing-for-iot,0.7420,36.5478,0.0149,0.0000,58.9490
spikecodes_stotra,0.8273,38.1200,0.0124,0.0000,62.6941
staples-sparx_Wonko,0.8274,36.6793,0.0146,0.0000,63.3644
sugarlabs_musicblocks-v4-lib,0.7786,36.8616,0.0143,0.0000,61.8825
sup2is_e-commerce-project,0.6011,35.7099,0.0157,0.0000,59.3447
swir-rs_swir,0.4366,29.5559,0.0333,0.0000,52.2299
takoko55_LectureLens,0.3394,27.4544,0.0424,0.0000,44.9867
tamu-datathon-org_galaxy,0.8356,37.3646,0.0135,0.0000,65.7618
tarhses_esp-alarm-clock,0.6121,36.1443,0.0156,0.0000,58.4440
teamgram_teamgram-server,0.6097,35.9891,0.0158,0.0000,61.3893
terrenjpeterson_javawatch,0.6379,34.9776,0.0178,0.0000,57.5492
