ImageName,SSIM,PSNR,RMSE,SAM,SRE,UIQ
jkahn117_aws-news,0.7174,37.1301,0.0139,89.0373,61.8520,0.0004
jlhood_retweet-leaderboard,0.5629,36.9244,0.0142,89.2633,56.6590,0.0024
jquku_Matrix-Chatbot,0.0923,25.0005,0.0562,10.3388,36.5493,-0.0001
jsarcher_zilgraph,0.5604,36.7718,0.0145,88.5693,57.8526,-0.0036
jun108059_Elasticsearch-SpringBoot,0.5646,35.3235,0.0171,89.3319,58.2702,-0.0011
jzyong_GameServer4g,0.0834,25.5127,0.0530,12.5716,37.6314,-0.0001
kaleidot725_Draft,0.4164,38.1691,0.0123,88.6636,61.6870,0.0006
kansiris_Angular-Interview-Questions-Answers,0.4969,37.5219,0.0133,89.8336,57.4878,-0.0015
kerollesroshdi_Cima-,0.1128,25.2595,0.0546,17.2592,38.3619,-0.0014
kineviz-3D-human-pose-tracking_3d-ai-powered-pose-tracking,0.7064,36.1006,0.0157,89.8540,59.5876,-0.0005
kpantos_Azure-How-To,0.1579,26.9708,0.0448,42.3570,44.3577,0.0026
krishnaprasadkv_Linux-Commands,0.5406,38.0928,0.0125,89.9033,56.8007,0.0013
kryptokrauts_ae-prediction-cards,0.6683,38.8355,0.0114,89.5621,59.1366,0.0056
kubescape_host-scanner,0.6119,36.3073,0.0153,87.3972,56.9353,0.0053
kzh_noob,NA,NA,NA,NA,NA,NA
laziestcoder_Budget_App_JS,0.6308,35.3377,0.0171,89.9011,59.3510,-0.0008
leekoko_Java-Web,0.7367,37.3795,0.0135,89.9313,60.5378,-0.0020
leopardslab_gocloud,0.7990,35.7783,0.0163,89.6815,63.7753,0.0118
libremfg_getting-started,0.0455,25.1806,0.0551,22.2569,36.2411,-0.0008
linhao1998_ChatGPTClient,0.0065,24.9485,0.0566,10.8106,39.0431,-0.0001
little-hands_webdbpress-2019-10-ddd,0.7152,35.1531,0.0175,84.3553,61.4060,0.0009
liyangbing_rocketmq-http-gateway,0.7962,36.9978,0.0141,89.9130,61.5465,-0.0003
lkmSasanga_fas-web-app,0.7608,38.8247,0.0114,88.8888,62.9601,0.0014
lkravi_kube8aws,0.5544,37.6787,0.0131,88.2838,62.4063,-0.0022
llvm_torch-mlir,0.7710,37.3240,0.0136,87.7929,62.3799,0.0092
lovasoa_SuperLogger,0.6644,37.3149,0.0136,89.1521,60.1373,0.0058
lowes_auditor,0.5881,38.0350,0.0125,89.2580,57.2550,-0.0039
lowtalkers_escape-reality,0.7419,39.0419,0.0112,89.4538,59.0013,0.0014
lubkoKuzenko_FE-Interview-Questions,0.4194,37.3877,0.0135,89.8588,57.4166,-0.0010
lvyahui8_http-proxy,0.4886,33.3603,0.0215,87.7145,57.1295,0.0019
madderle_Capstone-Realtime-Streaming-Analytics,0.7879,39.1996,0.0110,89.9324,62.0755,0.0009
marekq_rss-lambda,0.7754,39.2430,0.0109,89.9426,62.3915,0.0001
marklogic_cloud-enablement-aws,0.6592,36.1870,0.0155,88.6601,60.8696,0.0004
marmarek_qubes-app-u2f,NA,NA,NA,NA,NA,NA
mateuseap_apache-airflow,0.2694,26.3546,0.0481,88.6809,42.2972,-0.0008
matrix-io_matrix-malos-zwave,0.3698,31.0761,0.0279,89.7615,50.3574,-0.0089
matryx_MatryxPlatform,NA,NA,NA,NA,NA,NA
mbotarro_unijobs,0.5316,28.0542,0.0396,52.6295,60.2890,0.0014
mcuking_offline-package-webpack-plugin,0.6186,29.9965,0.0316,89.8023,60.6796,0.0009
mebaysan_Modern-Data-Architecture,0.5795,36.8031,0.0144,89.6581,57.1560,0.0049
medlab_320-online-prototype,0.5022,36.9007,0.0143,88.9652,55.5798,-0.0006
mendhak_gpslogger,0.4422,34.3783,0.0191,84.6796,54.6968,-0.0004
meshery_meshery,NA,NA,NA,NA,NA,NA
michaelsrichter_azure.owasp,0.6426,35.5323,0.0167,89.9097,56.8182,0.0003
microsoft_azure-realtime-fraud-detection,0.5770,37.1392,0.0139,89.2933,58.1730,-0.0001
microsoft_covid19-BackToWork,0.6788,36.9959,0.0141,89.2996,62.0743,0.0010
mincloud1501_MSA_miniProject,0.6021,35.6307,0.0165,89.8353,57.0413,0.0018
minism_hotel,0.0877,25.0011,0.0562,12.9186,35.5025,-0.0006
miztiik_aws-real-time-use-cases,0.1053,25.1008,0.0556,17.9647,40.0541,-0.0016
mrubash1_trainspotting,0.6914,32.8633,0.0227,83.0174,58.4688,0.0037
mxaviersmp_spotify-tracker,0.8073,37.3766,0.0135,89.7568,63.8456,0.0018
nasa_cFS,NA,NA,NA,NA,NA,NA
ndsev_zswag,0.2951,28.8006,0.0363,61.3114,50.5206,0.0018
nforge_devnote,0.4847,36.2817,0.0153,88.9060,57.2613,-0.0073
nightingaleproject_Reference-Client,0.5885,36.5518,0.0149,87.9512,56.3609,-0.0009
nikmis_xentrace-analysis,0.5259,34.7786,0.0182,86.7801,55.8189,0.0081
nrephi_jupyter-spark-hadoop-docker,0.5643,34.5843,0.0187,86.7922,55.6881,0.0042
numerica-ideas_ni-microservice-nodejs,0.6498,36.8362,0.0144,89.7156,59.1507,0.0034
odh-labs_predictive-maint,0.7259,35.4421,0.0169,88.8708,63.2089,0.0009
onlybakam_reinvent2022-vote-app,0.6002,33.7063,0.0206,88.2503,55.8795,-0.0007
onprem_foundry,0.6842,37.6429,0.0131,89.6186,60.0546,0.0140
oovk_dataengg-covid19-aws,0.5806,37.6762,0.0131,89.8105,59.5408,0.0002
open-risk_Open_Risk_API,0.5983,37.1602,0.0139,89.4551,58.1497,0.0023
openshift_configuration-anomaly-detection,0.1314,25.4216,0.0536,87.3214,38.2195,0.0001
opstree_OT-Microservices-Training,0.5696,37.1419,0.0139,89.8931,57.6201,-0.0040
oracle-quickstart_oci-confluent,0.5710,33.5755,0.0210,89.8087,58.3652,-0.0028
oracle-quickstart_oci-jenkins,0.6439,38.8513,0.0114,89.6375,60.5617,-0.0008
orchsym_runtime,NA,NA,NA,NA,NA,NA
pacmacro_pm-server-spring,0.5002,35.4770,0.0168,87.5113,57.3099,0.0013
padok-team_dojo-terraform-aws-security,0.6267,39.4942,0.0106,89.9020,58.4426,0.0000
pagopa_pn-infra,0.7164,38.3433,0.0121,89.6189,59.8856,0.0010
pau-minoves_jseats,0.6384,33.5048,0.0211,83.3500,57.9396,0.0016
pgrignaffini_AlgoCrowd,0.6219,38.0731,0.0125,88.4119,57.8106,-0.0033
philipplackner_IvyWallet-PL_Version,NA,NA,NA,NA,NA,NA
qaware_cloud-native-weather-javaee,0.6555,34.9550,0.0179,89.1208,59.6896,-0.0007
qnib_qframe,0.3358,29.8019,0.0324,89.4192,48.5310,-0.0005
quasirsg_Henry-M3,0.5241,36.6372,0.0147,89.5727,56.2934,0.0018
qunarcorp_m_adr_qapm_open_source,0.6416,36.3123,0.0153,89.8365,58.9895,0.0055
ra1028_VueFlux,0.0262,24.5617,0.0591,6.6463,24.9035,0.0005
rackerlabs_scantron,0.0419,25.0283,0.0561,17.4435,34.2864,-0.0005
rinkako_CStoreDBMS,0.5890,35.0662,0.0176,86.6172,58.3573,-0.0045
rubenbupe_proyectos-data,0.0341,25.0007,0.0562,12.6562,33.7986,0.0004
ruoccofabrizio_azure-open-ai-embeddings-qna,0.6818,36.4320,0.0151,87.8604,59.5251,0.0048
s-sokolko_smev3_adapter_service,0.6742,39.1575,0.0110,89.5649,58.0251,0.0011
securesecrets_shadeswap,0.5370,37.1194,0.0139,88.4397,57.7040,0.0153
serverdevcamp_camp4_quadcore,0.6038,35.5585,0.0167,89.8984,58.2299,-0.0009
sfujiwara_terraform-google-ai-platform-notification,0.0070,24.6511,0.0585,8.2609,23.6830,0.0021
shawntabrizi_Ethereum-Twitter-Bounty,0.6593,36.0053,0.0158,89.1887,59.1963,0.0029
shinesolutions_sitechecker-slackbot,NA,NA,NA,NA,NA,NA
solenya-group_solenya,0.7912,37.8888,0.0128,88.9171,61.7642,0.0006
